SeqID	sham_A1	sham_A2	sham_A3	day1_B2	day1_B3	day6_C1	day6_C2	day6_C3	day28_D1	day28_D2	day28_D3
Ocstamp|ENSRNOT00000025820	0.098	0.164	0.049	0.086	0.235	0.120	0.164	0.043	0.102	0.044	0.000
Odaph|ENSRNOT00000087686	3.700	3.657	4.300	8.073	4.248	5.521	6.958	11.322	4.754	4.101	5.587
Odc1|ENSRNOT00000007259	48.961	57.988	50.232	77.486	96.825	49.499	53.863	52.396	56.103	75.114	83.644
Odc1|ENSRNOT00000079185	9.451	11.426	11.049	14.819	18.924	8.977	9.586	10.008	11.745	13.341	15.436
Odf1|ENSRNOT00000008700	0.000	0.212	0.000	0.330	0.259	0.205	0.000	0.222	0.259	0.000	0.108
Odf2l|ENSRNOT00000018905	2.143	1.699	2.756	1.798	1.957	2.810	2.100	2.640	1.452	3.060	1.639
Odf2l|ENSRNOT00000080600	3.125	3.034	2.831	2.104	1.971	2.182	1.588	1.900	1.701	1.374	1.926
Odf2|ENSRNOT00000020073	6.310	6.928	8.336	9.084	5.906	5.877	6.644	5.840	7.161	7.832	6.828
Odf2|ENSRNOT00000020407	4.985	5.222	5.627	4.358	5.076	5.354	4.362	2.985	3.653	3.748	4.593
Odf2|ENSRNOT00000040457	1.734	2.537	1.512	0.972	1.392	0.643	0.947	3.698	0.641	1.636	0.877
Odf2|ENSRNOT00000041921	8.645	10.200	9.834	9.396	10.311	9.491	8.326	7.859	8.413	6.734	7.702
Odf3b|ENSRNOT00000055805	4.837	6.386	5.864	4.421	2.397	2.261	1.851	3.290	3.889	3.183	3.607
Odf3l1|ENSRNOT00000038347	0.310	0.952	0.715	0.809	0.353	0.336	1.651	1.179	0.921	0.818	1.234
Odf3|ENSRNOT00000017562	1.263	1.383	1.345	2.029	1.327	0.789	0.582	1.194	0.533	0.855	1.161
Odf4|ENSRNOT00000005667	0.221	0.246	0.073	0.064	0.101	0.120	0.245	0.194	0.254	0.130	0.189
Odr4|ENSRNOT00000059984	15.687	16.048	17.545	12.963	13.474	15.000	15.347	12.732	11.454	13.204	17.745
Ofd1|ENSRNOT00000006074	3.930	5.664	5.287	4.819	4.715	5.228	5.480	4.890	5.051	4.823	5.411
Oga|ENSRNOT00000065172	56.012	63.126	66.580	54.828	48.822	42.317	44.238	52.380	44.938	43.235	48.200
Ogdhl|ENSRNOT00000027054	21.506	29.143	28.224	25.510	24.078	12.460	12.924	16.958	24.081	14.702	14.241
Ogfod1|ENSRNOT00000026118	21.637	26.501	25.624	25.811	23.169	10.345	11.020	17.229	16.825	11.337	12.656
Ogfod2|ENSRNOT00000001433	7.467	9.682	8.979	8.231	8.073	6.118	6.712	7.324	6.571	7.589	7.883
Ogfod3|ENSRNOT00000054925	9.122	8.863	7.328	9.711	8.233	11.648	13.662	10.585	10.033	10.770	11.903
Ogfrl1|ENSRNOT00000019062	25.123	26.705	26.183	42.843	36.872	47.127	45.651	43.034	29.707	30.807	38.267
Ogfr|ENSRNOT00000012611	42.760	31.090	38.316	33.751	33.114	42.120	36.213	33.926	31.759	31.011	38.288
Ogfr|ENSRNOT00000086541	0.000	12.146	11.487	13.923	1.984	10.636	8.722	10.231	3.041	5.183	3.754
Ogg1|ENSRNOT00000085766	6.273	5.619	6.095	5.795	7.007	9.316	7.628	5.642	6.681	5.864	7.605
Ogn|ENSRNOT00000072490	3.883	6.504	0.000	3.694	1.991	11.251	16.267	0.104	2.772	0.021	6.064
Ogn|ENSRNOT00000093561	20.618	11.271	26.732	10.234	4.436	17.180	19.945	40.403	18.809	56.885	35.363
Ogt|ENSRNOT00000004692	23.702	26.820	28.910	18.976	16.648	16.170	10.677	14.256	16.820	13.332	14.518
Ogt|ENSRNOT00000082967	18.987	19.218	21.054	14.889	14.470	21.154	15.170	10.075	11.768	12.636	20.295
Oip5|ENSRNOT00000084290	0.398	0.334	0.394	1.039	0.545	2.911	4.232	2.267	1.211	0.346	0.674
Ola1|ENSRNOT00000026040	66.294	73.232	74.132	73.657	72.340	48.650	49.258	52.382	61.652	49.768	53.179
Olah|ENSRNOT00000022043	0.065	0.055	0.000	0.283	0.133	0.423	0.434	0.057	0.135	0.000	0.167
Olfm1|ENSRNOT00000013443	65.588	60.196	68.618	70.456	64.839	35.972	34.662	39.856	43.413	41.044	32.675
Olfm1|ENSRNOT00000065953	77.987	67.658	74.247	84.236	77.518	48.609	57.225	81.260	61.459	55.539	54.644
Olfm2|ENSRNOT00000027829	17.646	20.200	18.907	16.267	15.150	5.690	6.257	9.226	14.047	10.358	9.530
Olfm3|ENSRNOT00000024243	10.626	15.636	16.108	13.444	9.738	3.976	4.482	5.953	9.565	7.586	7.276
Olfm4|ENSRNOT00000047572	0.070	0.293	0.173	0.244	0.335	0.114	0.304	0.247	0.267	0.187	0.271
Olfml1|ENSRNOT00000081351	22.984	31.210	33.027	14.433	19.071	19.388	12.853	13.626	24.057	21.487	31.631
Olfml2a|ENSRNOT00000018853	19.824	12.271	10.031	10.696	5.317	11.406	13.400	9.405	7.814	6.076	15.836
Olfml2b|ENSRNOT00000004117	12.518	10.284	11.076	11.420	12.927	17.779	14.797	10.228	9.460	9.494	15.294
Olfml3|ENSRNOT00000026075	18.543	9.537	7.796	7.617	7.863	34.858	43.251	30.149	15.870	12.679	34.321
Olfr286|ENSRNOT00000014258	0.961	1.107	0.951	0.418	0.493	0.488	0.480	0.527	0.247	0.421	0.307
Olig1|ENSRNOT00000002827	215.243	200.633	206.805	172.489	186.935	108.756	116.688	140.757	157.694	157.363	128.117
Olig2|ENSRNOT00000000325	51.296	48.647	47.787	48.565	59.144	39.723	32.600	38.378	38.881	45.672	32.644
Olig3|ENSRNOT00000016048	1.412	1.786	1.208	1.656	1.056	0.543	0.257	0.601	1.009	0.627	0.746
Olr1387|ENSRNOT00000049989	0.126	0.000	0.125	0.219	0.172	0.205	0.084	0.331	0.000	0.000	0.000
Olr1585|ENSRNOT00000004643	0.125	0.000	0.124	0.218	0.000	1.731	0.750	0.220	0.086	0.330	0.747
Olr1587|ENSRNOT00000049819	0.251	0.000	0.000	0.109	0.000	0.916	0.417	0.220	0.086	0.110	0.000
Olr1588|ENSRNOT00000004659	0.000	0.000	0.121	0.000	0.084	0.199	0.163	0.000	0.252	0.108	0.313
Olr1637|ENSRNOT00000034647	0.000	0.291	0.229	0.202	0.079	0.847	0.462	0.508	0.238	0.203	0.987
Olr1644|ENSRNOT00000060428	0.644	0.683	0.688	0.388	0.390	1.052	0.809	0.810	0.654	0.485	0.769
Olr1684|ENSRNOT00000061839	0.000	0.000	0.000	0.000	0.000	0.101	0.083	0.109	0.171	0.766	0.106
Olr1738|ENSRNOT00000072824	0.000	0.322	0.000	0.334	0.131	0.234	0.000	0.084	0.000	0.000	0.000
Olr1744|ENSRNOT00000044570	0.119	0.099	0.000	0.000	0.000	0.096	0.000	0.312	0.244	0.000	0.303
Olr1|ENSRNOT00000086390	1.037	1.135	1.439	1.547	3.725	8.007	7.091	4.776	4.115	7.677	8.292
Olr337|ENSRNOT00000028608	0.180	0.301	0.267	0.078	0.061	0.292	0.180	0.237	0.000	0.000	0.154
Olr34|ENSRNOT00000042081	2.130	2.100	1.860	0.872	1.799	1.018	1.084	1.319	1.627	1.208	1.601
Olr35|ENSRNOT00000051450	0.668	0.000	0.696	0.210	0.129	1.411	0.513	0.345	0.000	0.172	0.549
Olr35|ENSRNOT00000071384	1.305	0.056	0.609	0.272	0.508	1.968	1.313	0.832	0.138	0.419	1.016
Olr59|ENSRNOT00000025097	0.466	1.281	0.888	0.898	0.886	0.731	0.466	0.585	0.485	0.207	0.257
Olr63|ENSRNOT00000025027	0.981	1.439	1.335	1.388	1.258	1.395	0.571	0.323	1.258	0.430	0.627
Olr854|ENSRNOT00000019099	0.079	0.199	0.078	0.138	0.108	0.064	0.106	0.279	0.000	0.000	0.000
Oma1|ENSRNOT00000009516	4.537	4.252	3.781	2.712	4.516	9.682	9.027	6.531	5.515	7.157	8.287
Omd|ENSRNOT00000074323	1.532	0.001	0.000	0.325	0.000	0.000	2.177	0.963	0.880	2.785	1.864
Omg|ENSRNOT00000018891	111.588	114.875	143.776	90.538	86.189	67.864	56.963	73.902	101.902	93.432	74.493
Onecut1|ENSRNOT00000032280	0.458	0.627	0.370	0.254	0.370	0.237	0.111	0.256	0.173	0.222	0.214
Onecut2|ENSRNOT00000078378	1.385	0.634	1.001	0.101	1.001	0.331	0.380	0.000	0.336	0.241	0.395
Onecut2|ENSRNOT00000082650	0.000	1.139	0.449	0.396	0.000	0.000	0.000	0.303	0.000	0.405	0.197
Oosp2|ENSRNOT00000042091	0.349	0.884	0.000	0.000	0.000	0.000	0.000	0.611	0.000	0.000	0.000
Opa1|ENSRNOT00000002343	50.339	59.199	58.023	52.431	47.638	37.002	33.064	39.229	40.935	33.995	36.991
Opa3|ENSRNOT00000029552	18.717	19.076	19.245	17.490	16.515	13.040	10.878	12.720	14.990	13.029	13.877
Opalin|ENSRNOT00000030656	70.976	76.296	77.044	82.164	63.223	36.852	36.608	63.133	73.241	77.908	72.877
Opcml|ENSRNOT00000042890	17.018	20.730	21.398	17.131	13.430	10.437	9.775	13.367	14.997	8.361	10.569
Opcml|ENSRNOT00000090643	20.733	27.176	27.087	23.390	17.105	16.472	13.992	18.060	19.813	15.046	12.827
Ophn1|ENSRNOT00000034772	3.950	3.143	4.697	3.484	2.697	7.511	5.198	4.958	3.990	3.303	6.203
Ophn1|ENSRNOT00000076193	6.033	7.351	6.457	5.715	6.113	8.990	8.426	7.633	6.059	8.030	6.520
Ophn1|ENSRNOT00000076720	0.564	0.478	0.000	0.000	0.405	0.000	0.000	0.000	0.728	0.000	0.000
Oplah|ENSRNOT00000016424	1.185	2.306	0.808	4.221	2.156	33.077	31.936	25.818	7.372	10.735	10.036
Oplah|ENSRNOT00000077314	11.140	10.701	9.010	6.930	9.305	25.859	19.439	17.812	11.789	11.486	14.592
Oplah|ENSRNOT00000080724	1.140	0.190	1.217	1.579	1.029	0.626	0.732	0.499	1.485	1.266	1.066
Opn3|ENSRNOT00000005072	7.058	7.404	8.347	10.170	8.611	5.829	5.277	4.777	6.593	7.622	5.499
Opn4|ENSRNOT00000091315	1.276	1.458	1.177	1.407	0.958	1.175	0.907	1.308	0.795	0.829	1.021
Oprd1|ENSRNOT00000014084	3.121	3.731	4.040	2.457	2.284	0.845	0.989	1.044	2.201	1.049	1.779
Oprk1|ENSRNOT00000010254	4.439	4.553	4.496	3.733	2.699	1.485	1.739	2.262	2.921	2.017	2.592
Oprl1|ENSRNOT00000031328	4.001	6.483	4.790	6.019	4.761	1.935	2.187	4.484	2.965	3.887	2.097
Oprl1|ENSRNOT00000045845	17.904	22.411	20.705	21.160	14.600	6.092	5.503	11.928	12.115	6.423	7.575
Oprm1|ENSRNOT00000024682	0.155	0.866	0.721	0.000	0.000	0.402	0.285	0.000	0.220	0.193	0.000
Oprm1|ENSRNOT00000051837	2.322	1.888	1.104	2.660	0.952	0.254	0.303	0.336	1.012	1.273	1.391
Oprm1|ENSRNOT00000083308	3.320	3.762	3.918	1.821	1.690	1.038	1.301	1.170	1.838	0.785	1.491
Optc|ENSRNOT00000076673	0.746	1.499	1.106	0.570	0.968	0.788	0.397	1.376	0.514	0.280	0.574
Optn|ENSRNOT00000024162	0.219	0.000	0.000	0.172	0.296	0.167	0.141	0.000	0.136	0.000	0.184
Optn|ENSRNOT00000042881	13.602	16.441	14.188	13.558	14.744	16.750	13.941	15.120	16.506	16.333	21.174
Optn|ENSRNOT00000074087	10.867	10.244	11.451	11.872	9.845	9.223	7.536	9.572	8.579	9.063	15.727
Optn|ENSRNOT00000081940	0.481	0.852	0.631	1.161	0.664	0.255	0.420	0.583	0.412	0.416	1.539
Optn|ENSRNOT00000083342	18.137	14.560	16.046	18.349	14.249	16.829	13.402	20.477	17.231	24.944	26.858
Orai1|ENSRNOT00000001806	35.521	22.437	30.127	37.566	38.778	34.992	30.905	34.668	27.649	21.905	30.402
Orai2|ENSRNOT00000001938	12.684	23.023	22.155	18.356	15.952	12.420	10.704	11.895	11.624	9.454	12.372
Orai3|ENSRNOT00000025732	8.414	7.542	8.079	7.102	8.054	11.013	9.552	8.011	7.127	7.549	8.721
Orc1|ENSRNOT00000012492	1.435	1.357	1.268	1.314	1.572	1.472	1.132	0.829	0.889	1.004	1.036
Orc2|ENSRNOT00000051843	11.970	12.432	13.039	12.614	12.974	13.984	10.979	12.544	11.059	10.367	12.466
Orc3|ENSRNOT00000011085	4.219	6.309	4.388	3.896	3.745	5.253	6.171	3.504	3.276	3.383	3.607
Orc3|ENSRNOT00000084643	7.889	7.690	9.750	7.426	7.257	9.033	5.545	8.152	6.937	6.048	8.466
Orc4|ENSRNOT00000006937	20.659	21.811	27.920	27.022	24.218	22.600	21.088	22.245	22.763	19.192	21.040
Orc5|ENSRNOT00000015426	17.148	16.326	17.871	14.156	15.468	15.788	13.214	12.602	12.692	9.738	14.001
Orc5|ENSRNOT00000090600	1.904	3.469	3.273	3.863	3.144	1.918	2.063	2.578	3.339	3.303	1.893
Orc6|ENSRNOT00000039467	3.987	3.336	4.281	5.683	5.962	5.250	4.531	4.528	5.167	4.128	3.058
Orm1|ENSRNOT00000010454	0.000	0.000	0.000	0.293	0.844	0.182	0.822	1.182	0.077	0.099	0.287
Ormdl1|ENSRNOT00000065581	17.395	22.105	17.994	21.019	17.063	25.063	25.765	24.004	11.136	17.188	22.532
Ormdl2|ENSRNOT00000044292	41.732	35.498	33.977	32.412	37.366	46.521	51.701	39.544	35.432	45.886	47.645
Ormdl3|ENSRNOT00000049621	109.362	113.641	104.235	105.093	102.819	102.590	103.093	100.827	108.972	117.580	116.588
Os9|ENSRNOT00000049895	83.364	90.418	77.012	75.090	81.263	116.141	107.438	112.890	87.026	86.438	96.714
Osbp2|ENSRNOT00000065501	15.694	13.270	14.127	13.021	12.634	9.634	8.243	10.587	10.683	11.200	9.919
Osbpl10|ENSRNOT00000015643	5.643	6.190	6.898	6.779	5.752	3.978	3.688	4.587	4.742	2.969	3.964
Osbpl11|ENSRNOT00000002428	8.603	7.803	8.314	8.766	8.239	26.460	24.313	20.316	9.055	10.643	12.779
Osbpl1a|ENSRNOT00000091909	106.458	92.441	104.159	70.310	69.494	62.932	55.372	57.922	71.963	81.962	74.666
Osbpl2|ENSRNOT00000087356	39.292	43.190	43.444	32.134	34.565	28.569	29.902	32.201	33.830	31.089	32.434
Osbpl3|ENSRNOT00000013828	1.841	1.605	1.949	1.026	1.265	1.679	1.950	0.955	1.087	1.048	1.878
Osbpl5|ENSRNOT00000028119	0.000	0.239	0.000	0.000	0.000	0.269	0.000	0.255	0.419	0.000	0.000
Osbpl5|ENSRNOT00000079454	14.614	22.734	16.307	11.551	13.997	11.132	8.914	10.473	12.954	11.402	17.475
Osbpl6|ENSRNOT00000068199	0.890	2.341	1.752	1.269	1.799	0.431	0.872	0.833	1.063	1.083	1.587
Osbpl6|ENSRNOT00000091211	17.332	21.378	21.808	15.719	13.511	8.851	6.429	9.576	11.960	9.054	10.017
Osbpl7|ENSRNOT00000067665	0.654	4.005	3.866	0.729	2.059	3.795	2.894	1.386	2.891	3.090	2.358
Osbpl7|ENSRNOT00000085830	6.491	4.090	3.585	4.673	3.876	3.838	3.383	5.129	2.884	2.302	3.707
Osbpl8|ENSRNOT00000058589	0.514	1.161	1.612	1.509	0.523	2.279	0.999	0.784	0.550	0.257	0.461
Osbpl8|ENSRNOT00000091910	12.113	13.991	14.900	13.839	12.669	22.845	18.895	16.638	13.302	14.935	18.861
Osbpl9|ENSRNOT00000065280	18.497	20.711	21.435	20.247	22.026	15.417	14.970	14.959	14.682	14.358	15.537
Osbpl9|ENSRNOT00000089441	33.511	33.269	37.922	37.643	39.863	35.178	30.186	29.831	27.512	27.211	32.894
Osbp|ENSRNOT00000065411	32.842	31.326	34.458	30.892	29.285	26.595	23.089	25.345	24.731	22.640	25.828
Oscar|ENSRNOT00000090790	0.459	0.335	0.288	1.319	1.537	7.590	4.358	3.368	0.656	1.052	1.047
Oscp1|ENSRNOT00000037246	19.343	22.513	23.409	20.097	16.802	12.723	11.870	13.406	13.661	13.308	13.906
Oser1|ENSRNOT00000011610	26.210	25.211	26.967	25.344	26.369	31.995	30.306	25.246	24.641	27.466	27.365
Osgepl1|ENSRNOT00000005408	9.358	10.498	10.078	9.801	8.416	9.242	7.723	7.236	8.400	7.681	9.742
Osgep|ENSRNOT00000012790	15.027	13.519	11.438	9.808	9.955	15.934	15.406	14.120	16.304	17.832	20.110
Osgin1|ENSRNOT00000020225	1.417	1.430	0.821	1.280	1.867	2.580	2.667	2.017	1.183	1.730	3.082
Osgin2|ENSRNOT00000012394	10.656	8.526	8.353	10.210	9.233	10.115	8.358	7.021	7.155	9.068	10.578
Osmr|ENSRNOT00000040847	1.682	2.178	2.410	11.938	10.893	14.173	11.772	7.563	4.687	3.364	5.772
Osm|ENSRNOT00000035591	0.456	0.410	0.242	0.827	1.839	1.143	1.426	0.983	0.632	1.398	1.440
Osr1|ENSRNOT00000005666	8.162	2.147	2.240	2.362	2.548	7.206	11.134	4.383	4.607	4.256	9.467
Osr2|ENSRNOT00000014879	0.391	0.614	0.193	0.213	0.301	0.159	0.619	0.215	0.406	0.303	0.461
Ost4|ENSRNOT00000011373	62.972	72.780	60.200	83.072	95.507	89.815	97.578	58.447	91.995	104.674	94.734
Ost4|ENSRNOT00000077903	217.697	195.807	151.811	180.920	214.581	351.514	376.876	276.417	253.474	324.817	323.356
Ostc|ENSRNOT00000037393	70.130	70.106	71.061	80.738	88.409	75.033	89.865	66.058	64.327	66.974	71.022
Ostf1|ENSRNOT00000016871	70.823	68.328	58.644	79.662	95.814	150.881	167.672	143.938	96.403	108.022	132.550
Ostm1|ENSRNOT00000057116	50.170	54.719	49.881	44.296	42.965	54.373	49.639	51.798	44.658	49.546	48.764
Otc|ENSRNOT00000004686	0.416	0.298	0.000	0.362	0.405	0.338	0.475	0.470	0.164	0.420	0.559
Otof|ENSRNOT00000044278	0.335	0.418	0.981	0.714	0.459	0.143	0.117	0.371	0.179	0.291	0.313
Otof|ENSRNOT00000091159	3.999	4.645	4.420	2.464	2.267	1.531	1.500	1.554	3.779	1.924	2.182
Otop1|ENSRNOT00000050367	0.496	0.461	0.925	0.144	0.226	0.313	0.697	0.290	0.457	0.097	0.660
Otop3|ENSRNOT00000083302	0.412	0.115	0.317	0.000	0.031	0.037	0.061	0.282	0.159	0.081	0.079
Otor|ENSRNOT00000034252	0.387	0.108	0.128	0.112	0.176	0.105	0.257	0.226	0.176	0.226	0.220
Otos|ENSRNOT00000022220	12.322	11.670	8.582	10.337	6.381	3.705	4.699	8.291	10.967	8.744	8.494
Otos|ENSRNOT00000090382	0.260	0.000	0.000	0.235	0.183	0.211	0.551	0.000	0.878	0.000	0.204
Otp|ENSRNOT00000014036	6.169	4.275	5.165	3.201	4.136	2.410	1.579	2.916	3.735	2.498	1.921
Otub1|ENSRNOT00000028752	119.540	141.308	127.834	119.404	110.388	74.812	79.446	103.537	110.912	99.385	90.983
Otub2|ENSRNOT00000012124	5.987	5.867	4.214	3.892	3.710	3.159	2.796	2.782	3.291	3.021	3.778
Otud1|ENSRNOT00000022734	9.692	7.463	8.432	8.503	9.903	11.530	12.904	11.916	8.810	12.105	11.005
Otud3|ENSRNOT00000023143	7.948	8.789	8.911	7.563	8.186	8.149	8.409	8.975	6.639	7.704	7.295
Otud3|ENSRNOT00000079855	1.606	2.267	1.306	1.536	1.648	2.638	2.043	0.774	1.332	1.592	1.472
Otud4|ENSRNOT00000024924	10.261	11.357	12.559	13.223	11.896	13.275	11.093	11.518	9.706	9.889	10.083
Otud5|ENSRNOT00000006233	53.166	57.240	53.639	45.808	46.914	48.145	44.112	47.577	46.511	42.737	49.000
Otud6b|ENSRNOT00000008725	29.508	30.554	28.281	31.805	33.688	24.202	22.818	22.575	26.199	25.277	26.772
Otud6b|ENSRNOT00000093698	1.355	2.247	1.642	3.222	1.427	2.971	1.608	1.666	1.173	2.815	2.513
Otud7a|ENSRNOT00000021068	20.819	21.794	19.314	16.594	15.046	8.670	8.563	11.720	13.895	9.375	10.161
Otud7b|ENSRNOT00000046739	59.578	43.288	56.320	50.523	49.901	50.111	39.688	47.612	48.184	49.675	39.588
Otud7b|ENSRNOT00000078288	44.605	36.978	34.756	38.147	36.434	35.231	31.747	45.961	33.495	35.889	28.358
Otulinl|ENSRNOT00000067638	9.571	8.238	8.099	14.201	21.299	96.952	74.717	61.318	29.719	38.118	44.180
Otulin|ENSRNOT00000016111	26.634	24.900	24.248	26.654	31.323	48.295	46.913	41.046	34.259	41.825	39.851
Ovol1|ENSRNOT00000028081	0.000	0.667	0.700	0.406	1.093	0.219	0.330	0.711	0.867	1.772	0.626
Ovol1|ENSRNOT00000081567	1.596	1.601	1.903	1.390	0.944	1.484	0.778	0.851	0.916	0.566	0.959
Ovol3|ENSRNOT00000041301	0.528	0.555	0.393	0.459	0.271	0.214	0.175	0.347	0.177	0.341	0.889
Ovol3|ENSRNOT00000072570	0.528	0.555	0.393	0.459	0.271	0.214	0.175	0.347	0.177	0.341	0.889
Oxa1l|ENSRNOT00000013246	38.670	40.792	40.005	43.831	38.174	42.238	42.246	48.667	41.080	35.623	43.436
Oxct1|ENSRNOT00000065313	88.707	95.030	94.278	70.671	65.331	60.931	52.172	48.550	64.502	69.476	73.517
Oxld1|ENSRNOT00000075206	20.931	23.277	20.083	15.089	22.349	16.283	19.897	18.145	20.163	18.510	16.357
Oxnad1|ENSRNOT00000026751	0.276	0.436	0.449	0.227	0.830	0.657	0.535	0.586	0.914	0.230	0.650
Oxnad1|ENSRNOT00000079609	13.529	13.739	16.386	13.216	13.925	9.950	9.242	9.603	11.543	9.242	10.177
Oxr1|ENSRNOT00000078354	21.914	19.614	22.307	21.160	22.314	33.045	30.178	31.048	24.935	26.438	31.575
Oxr1|ENSRNOT00000079962	57.320	50.000	47.769	43.333	40.062	39.232	36.041	43.845	41.221	54.058	43.577
Oxr1|ENSRNOT00000081948	33.868	36.925	42.248	29.946	26.519	13.949	14.224	17.808	25.894	20.409	18.372
Oxr1|ENSRNOT00000084940	0.000	0.210	0.000	0.624	0.000	0.216	0.000	0.000	0.000	0.000	0.265
Oxsm|ENSRNOT00000008035	2.931	3.777	3.177	2.886	3.476	3.021	2.890	3.152	3.633	2.962	3.825
Oxsm|ENSRNOT00000078249	5.812	4.031	4.378	3.756	3.554	3.097	2.517	3.552	3.263	3.085	2.533
Oxsr1|ENSRNOT00000018056	52.257	44.476	47.234	37.879	51.740	38.512	33.733	41.592	42.158	39.202	40.731
Oxtr|ENSRNOT00000007724	0.716	1.049	0.885	0.389	0.611	0.582	0.238	0.864	0.492	0.551	0.535
Oxt|ENSRNOT00000028829	0.897	0.252	0.891	0.000	0.410	0.000	0.000	0.262	0.199	0.000	0.000
P2rx1|ENSRNOT00000024068	0.000	0.576	0.416	1.133	1.307	1.961	1.902	2.188	0.849	0.432	1.380
P2rx1|ENSRNOT00000088245	0.243	0.034	0.000	0.000	0.000	0.230	0.390	0.000	0.000	0.333	0.000
P2rx2|ENSRNOT00000056692	0.120	0.000	0.123	0.690	0.183	0.121	0.076	0.000	0.000	0.000	0.000
P2rx2|ENSRNOT00000056693	0.101	0.000	0.000	0.000	0.839	0.355	0.533	0.000	0.474	0.000	1.136
P2rx2|ENSRNOT00000056694	1.637	0.404	0.995	1.064	0.585	0.000	0.000	0.491	0.660	0.978	0.000
P2rx2|ENSRNOT00000085661	0.684	1.123	0.499	1.182	0.555	0.518	0.641	0.900	0.702	0.842	0.538
P2rx3|ENSRNOT00000033427	2.186	1.110	0.744	0.911	1.338	0.985	6.952	0.000	0.843	0.000	4.487
P2rx3|ENSRNOT00000077573	0.000	1.229	1.966	0.584	0.001	0.543	0.289	1.192	0.237	0.634	0.000
P2rx4|ENSRNOT00000001752	19.653	9.337	15.824	25.675	19.761	75.526	56.515	56.898	37.202	26.336	51.164
P2rx5|ENSRNOT00000026156	6.645	9.385	9.280	6.546	6.542	2.637	2.518	4.496	5.396	3.317	3.603
P2rx6|ENSRNOT00000002558	12.645	21.201	17.500	21.549	19.081	6.349	5.629	12.235	15.416	10.148	11.472
P2rx7|ENSRNOT00000001746	11.446	13.782	11.591	8.889	12.499	18.866	12.756	15.163	15.308	17.001	21.224
P2rx7|ENSRNOT00000079201	1.730	0.704	0.382	0.000	1.138	1.362	0.937	0.867	0.426	0.798	1.322
P2ry10|ENSRNOT00000048695	0.000	0.000	0.065	0.142	0.134	0.372	0.326	0.287	0.272	0.087	0.589
P2ry12|ENSRNOT00000018600	17.773	13.796	17.658	9.761	12.553	64.426	60.185	60.300	47.999	52.599	45.554
P2ry13|ENSRNOT00000051027	6.218	5.784	5.294	1.954	3.186	14.386	11.899	10.768	9.562	12.021	11.658
P2ry14|ENSRNOT00000091020	2.053	2.650	2.435	3.217	3.365	7.770	6.289	4.587	3.120	2.594	4.220
P2ry1|ENSRNOT00000019305	5.495	6.901	7.774	5.634	4.945	4.392	4.807	3.628	3.667	3.743	5.455
P2ry2|ENSRNOT00000026115	7.700	13.533	7.506	5.067	7.826	12.203	12.254	10.146	6.896	8.774	15.551
P2ry4|ENSRNOT00000045907	1.214	0.938	0.923	0.975	0.766	0.607	0.994	0.820	0.770	0.740	0.718
P2ry6|ENSRNOT00000050227	4.563	4.290	3.122	8.479	8.694	22.633	20.546	16.610	11.152	9.997	9.691
P3h1|ENSRNOT00000084651	12.811	11.674	8.682	11.472	9.735	15.915	15.402	9.817	8.489	9.443	13.160
P3h2|ENSRNOT00000089540	2.525	3.832	2.726	1.302	2.585	2.469	2.148	2.300	1.456	1.408	2.765
P3h3|ENSRNOT00000021578	30.472	29.987	26.864	26.218	27.021	43.703	44.789	24.962	25.783	22.073	38.453
P3h4|ENSRNOT00000076585	18.749	16.150	16.871	14.980	20.372	16.447	20.277	15.334	16.941	17.885	16.937
P3r3urf|ENSRNOT00000074860	0.000	3.901	1.540	1.360	0.000	0.000	0.000	0.000	0.000	0.000	0.000
P4ha1|ENSRNOT00000070897	46.879	48.715	41.036	21.509	39.103	52.884	45.818	27.429	24.944	29.292	40.417
P4ha2|ENSRNOT00000042144	3.713	4.575	3.887	3.023	3.247	4.918	7.968	5.577	5.028	2.919	4.819
P4ha2|ENSRNOT00000077185	9.195	5.578	6.487	3.472	6.109	11.327	13.152	6.426	4.925	4.927	5.846
P4ha3|ENSRNOT00000046943	0.924	0.824	0.548	1.822	4.078	3.202	5.042	2.704	1.615	1.034	2.003
P4hb|ENSRNOT00000054958	130.538	108.538	109.490	152.027	174.655	338.803	324.253	245.229	143.295	154.543	199.469
P4htm|ENSRNOT00000027466	47.471	50.283	53.059	48.765	44.418	22.976	25.909	40.046	42.034	36.606	26.943
PCOLCE2|ENSRNOT00000074047	23.120	11.415	11.359	7.019	9.959	13.488	17.674	10.330	10.337	12.524	14.090
Pa2g4|ENSRNOT00000006578	59.362	58.884	56.207	85.967	98.357	70.350	72.710	67.405	63.847	66.052	73.309
Pabpc1|ENSRNOT00000012775	112.946	95.398	91.987	134.951	168.918	320.240	314.579	242.812	153.430	183.157	208.516
Pabpc1|ENSRNOT00000080218	48.278	42.174	43.937	66.839	83.503	145.670	162.484	140.306	72.199	83.397	97.574
Pabpc4l|ENSRNOT00000017012	0.144	0.541	0.284	0.187	0.147	0.467	0.335	0.252	0.099	0.253	0.553
Pabpc4|ENSRNOT00000056592	22.183	23.163	22.604	27.544	36.516	36.939	42.135	33.868	23.970	25.123	29.520
Pabpc5|ENSRNOT00000004462	0.578	0.564	1.238	0.503	0.592	0.235	0.256	0.338	0.661	0.593	0.740
